,request,Candidate:token,Candidate:id,Candidate,cand_name,Candidate_Entity:token,Candidate_Entity:id,Candidate_Entity,Election_Status:token,Election_Status:id,Election_Status,Status_of_Candidate:token,Status_of_Candidate:id,race_outcome,Specific_Party:token,Specific_Party:id,party,General_Party:token,General_Party:id,General_Party,Election_Jurisdiction:token,Election_Jurisdiction:id,state,Election_Year:token,Election_Year:id,year,Election_Type:token,Election_Type:id,special_election,Office_Sought:token,Office_Sought:id,district,Incumbency_Status:token,Incumbency_Status:id,Incumbency_Status,General_Office:token,General_Office:id,election_type,#_of_Records,Total_$
8329,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=420164&c-r-ot=H",c-t-id,420164,"LEONARD, BETH",Beth Leonard,c-t-eid,59984552,"LEONARD, BETH",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,WI,WI,y,2024,2024,c-r-t,1,FALSE,c-r-osid,8743,97,c-t-ico,C,Challenger,c-r-ot,H,State House,9,6424.46
8330,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=339680&c-r-ot=S",c-t-id,339680,"EVANS, JOHN",John Evans,c-t-eid,59506852,"EVANS, JOHN",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,62,INDEPENDENT,c-t-p,3,Third-Party,s,NC,NC,y,2024,2024,c-r-t,1,FALSE,c-r-osid,4837,7,c-t-ico,C,Challenger,c-r-ot,S,State Senate,25,6423.5
8331,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=422102&c-r-ot=H",c-t-id,422102,"CLARK III, JOHN H",John H Clark Iii,c-t-eid,59988431,"CLARK III, JOHN H",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,HI,HI,y,2024,2024,c-r-t,1,FALSE,c-r-osid,1700,41,c-t-ico,C,Challenger,c-r-ot,H,State House,6,6416.46
8332,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=380888&c-r-ot=H",c-t-id,380888,"DOWLER, OLIVIA",Olivia Dowler,c-t-eid,59685142,"DOWLER, OLIVIA",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,WV,WV,y,2024,2024,c-r-t,1,FALSE,c-r-osid,8790,2,c-t-ico,C,Challenger,c-r-ot,H,State House,43,6394.2
8333,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=425568&c-r-ot=H",c-t-id,425568,"BEEPHAN JR, ANIL",Anil Beephan Jr,c-t-eid,55582632,"BEEPHAN JR, ANIL",c-t-ftsts,Won-General,Won-General,c-t-sts,9,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,NY,NY,y,2024,2024,c-r-t,1,FALSE,c-r-osid,5857,105,c-t-ico,I,Incumbent,c-r-ot,H,State House,37,6376.08
8334,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=414981&c-r-ot=H",c-t-id,414981,"EMERY, ERIC",Eric Emery,c-t-eid,55430459,"EMERY, ERIC",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,SD,SD,y,2024,2024,c-r-t,1,FALSE,c-r-osid,9011, 026A,c-t-ico,I,Incumbent,c-r-ot,H,State House,14,6375
8335,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=417297&c-r-ot=H",c-t-id,417297,"TSOSIE, MYRON",Myron Tsosie,c-t-eid,59858060,"TSOSIE, MYRON",c-t-ftsts,Pending-General,Pending-General,c-t-sts,4,Pending,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,AZ,AZ,y,2024,2024,c-r-t,1,FALSE,c-r-osid,456,6,c-t-ico,I,Incumbent,c-r-ot,H,State House,6,6370
8336,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=426065&c-r-ot=S",c-t-id,426065,"CONNELL JR, WILLIAM D",William D Connell Jr,c-t-eid,60081538,"CONNELL JR, WILLIAM D",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,RI,RI,y,2024,2024,c-r-t,1,FALSE,c-r-osid,6802,5,c-t-ico,C,Challenger,c-r-ot,S,State Senate,14,6366.36
8337,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=413074&c-r-ot=H",c-t-id,413074,"HASENFUS, TAVIS ROCK",Tavis Rock Hasenfus,c-t-eid,50245662,"HASENFUS, TAVIS ROCK",c-t-ftsts,Pending-General,Pending-General,c-t-sts,4,Pending,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,ME,ME,y,2024,2024,c-r-t,1,FALSE,c-r-osid,3575,57,c-t-ico,I,Incumbent,c-r-ot,H,State House,74,6359.3
8338,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=415541&c-r-ot=H",c-t-id,415541,"JORDAN, STEVE",Steve Jordan,c-t-eid,59842155,"JORDAN, STEVE",c-t-ftsts,Pending-General,Pending-General,c-t-sts,4,Pending,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,MO,MO,y,2024,2024,c-r-t,1,FALSE,c-r-osid,4258,151,c-t-ico,C,Challenger,c-r-ot,H,State House,14,6350
8339,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=419398&c-r-ot=H",c-t-id,419398,"WILLIAMS, JONATHAN",Jonathan Williams,c-t-eid,55692776,"WILLIAMS, JONATHAN",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,VT,VT,y,2024,2024,c-r-t,1,FALSE,c-r-osid,10607, WASHINGTON-3,c-t-ico,I,Incumbent,c-r-ot,H,State House,33,6325.88
8340,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=416157&c-r-ot=H",c-t-id,416157,"WILLIAMS, LARHONDA",Larhonda Williams,c-t-eid,59849371,"WILLIAMS, LARHONDA",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,TN,TN,y,2024,2024,c-r-t,1,FALSE,c-r-osid,7198,65,c-t-ico,I,Incumbent,c-r-ot,H,State House,15,6323.56
8341,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=412209&c-r-ot=H",c-t-id,412209,"SCOTT, DUSTIN",Dustin Scott,c-t-eid,59828484,"SCOTT, DUSTIN",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,MT,MT,y,2024,2024,c-r-t,1,FALSE,c-r-osid,4615,81,c-t-ico,O,Open,c-r-ot,H,State House,74,6310
8342,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=424071&c-r-ot=H",c-t-id,424071,"EBEL, KAREN",Karen Ebel,c-t-eid,13703636,"EBEL, KAREN",c-t-ftsts,Pending-General,Pending-General,c-t-sts,4,Pending,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,NH,NH,y,2024,2024,c-r-t,1,FALSE,c-r-osid,5272, MERRIMACK 007,c-t-ico,I,Incumbent,c-r-ot,H,State House,8,6300
8343,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=423673&c-r-ot=H",c-t-id,423673,"TRAVIS, MICHAEL",Michael Travis,c-t-eid,60003450,"TRAVIS, MICHAEL",c-t-ftsts,Pending-General,Pending-General,c-t-sts,4,Pending,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,FL,FL,y,2024,2024,c-r-t,1,FALSE,c-r-osid,1258,120,c-t-ico,C,Challenger,c-r-ot,H,State House,188,6293.16
8344,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=419356&c-r-ot=H",c-t-id,419356,"YACOVONE, DAVID",David Yacovone,c-t-eid,6511211,"YACOVONE, DAVID",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,VT,VT,y,2024,2024,c-r-t,1,FALSE,c-r-osid,12841, LAMOILLE-WASHINGTON,c-t-ico,C,Challenger,c-r-ot,H,State House,26,6285
8345,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=338799&c-r-ot=S",c-t-id,338799,"MACK, ELIJAH",Elijah Mack,c-t-eid,59506158,"MACK, ELIJAH",c-t-ftsts,Pending-General,Pending-General,c-t-sts,4,Pending,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,CA,CA,y,2024,2024,c-r-t,1,FALSE,c-r-osid,690,21,c-t-ico,C,Challenger,c-r-ot,S,State Senate,41,6279.84
8346,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=413244&c-r-ot=H",c-t-id,413244,"CHAMBERS, KEVIN S",Kevin S Chambers,c-t-eid,49394691,"CHAMBERS, KEVIN S",c-t-ftsts,Pending-General,Pending-General,c-t-sts,4,Pending,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,OR,OR,y,2024,2024,c-r-t,1,FALSE,c-r-osid,6356,20,c-t-ico,C,Challenger,c-r-ot,H,State House,42,6252.19
8347,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=413213&c-r-ot=H",c-t-id,413213,"DAWSON, JARED",Jared Dawson,c-t-eid,59829506,"DAWSON, JARED",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,ID,ID,y,2024,2024,c-r-t,1,FALSE,c-r-osid,1931, 008-POSITION B,c-t-ico,O,Open,c-r-ot,H,State House,53,6250
8348,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=426794&c-r-ot=H",c-t-id,426794,"COTA, CASEY K",Casey K Cota,c-t-eid,56939476,"COTA, CASEY K",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,62,INDEPENDENT,c-t-p,3,Third-Party,s,VT,VT,y,2024,2024,c-r-t,1,FALSE,c-r-osid,10617, WINDHAM-3,c-t-ico,C,Challenger,c-r-ot,H,State House,27,6237.25
8349,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=423578&c-r-ot=H",c-t-id,423578,"SAPP, HOWARD",Howard Sapp,c-t-eid,55866627,"SAPP, HOWARD",c-t-ftsts,Pending-General,Pending-General,c-t-sts,4,Pending,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,FL,FL,y,2024,2024,c-r-t,1,FALSE,c-r-osid,1216,78,c-t-ico,C,Challenger,c-r-ot,H,State House,224,6237
8350,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=412724&c-r-ot=H",c-t-id,412724,"HOHMAN, CLIFF",Cliff Hohman,c-t-eid,59829234,"HOHMAN, CLIFF",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,ID,ID,y,2024,2024,c-r-t,1,FALSE,c-r-osid,1942, 013-POSITION A,c-t-ico,C,Challenger,c-r-ot,H,State House,70,6233.57
8351,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=417261&c-r-ot=H",c-t-id,417261,"WOLFF, CHRISTINA",Christina Wolff,c-t-eid,59858031,"WOLFF, CHRISTINA",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,ND,ND,y,2024,2024,c-r-t,1,FALSE,c-r-osid,4935,38,c-t-ico,C,Challenger,c-r-ot,H,State House,8,6233.48
8352,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=424077&c-r-ot=H",c-t-id,424077,"HALL, MURIEL",Muriel Hall,c-t-eid,13975874,"HALL, MURIEL",c-t-ftsts,Pending-General,Pending-General,c-t-sts,4,Pending,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,NH,NH,y,2024,2024,c-r-t,1,FALSE,c-r-osid,5274, MERRIMACK 009,c-t-ico,I,Incumbent,c-r-ot,H,State House,13,6232.76
8353,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=427090&c-r-ot=H",c-t-id,427090,"MILLER, ERIC B",Eric B Miller,c-t-eid,60487943,"MILLER, ERIC B",c-t-ftsts,Pending-General,Pending-General,c-t-sts,4,Pending,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,NH,NH,y,2024,2024,c-r-t,1,FALSE,c-r-osid,13099, ROCKINGHAM 036,c-t-ico,C,Challenger,c-r-ot,H,State House,18,6227
8354,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=426439&c-r-ot=S",c-t-id,426439,"HAYSE, OLIVIA",Olivia Hayse,c-t-eid,60375152,"HAYSE, OLIVIA",c-t-ftsts,Pending-General,Pending-General,c-t-sts,4,Pending,c-t-pt,73,LIBERTARIAN,c-t-p,3,Third-Party,s,KS,KS,y,2024,2024,c-r-t,1,FALSE,c-r-osid,2701,30,c-t-ico,C,Challenger,c-r-ot,S,State Senate,35,6226.26
8355,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=415071&c-r-ot=S",c-t-id,415071,"DEGENHARDT, CRAIG",Craig Degenhardt,c-t-eid,59835831,"DEGENHARDT, CRAIG",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,NM,NM,y,2024,2024,c-r-t,1,FALSE,c-r-osid,5504,15,c-t-ico,O,Open,c-r-ot,S,State Senate,29,6216.93
8356,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=424061&c-r-ot=H",c-t-id,424061,"PETRIGNO, PETER",Peter Petrigno,c-t-eid,45378888,"PETRIGNO, PETER",c-t-ftsts,Pending-General,Pending-General,c-t-sts,4,Pending,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,NH,NH,y,2024,2024,c-r-t,1,FALSE,c-r-osid,13052, HILLSBOROUGH 043,c-t-ico,I,Incumbent,c-r-ot,H,State House,61,6209.86
8357,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=381052&c-r-ot=H",c-t-id,381052,"SMITH, DOUGLAS DEAN",Douglas Dean Smith,c-t-eid,48823125,"SMITH, DOUGLAS DEAN",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,WV,WV,y,2024,2024,c-r-t,1,FALSE,c-r-osid,8827,39,c-t-ico,I,Incumbent,c-r-ot,H,State House,20,6203.88
8358,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=341233&c-r-ot=H",c-t-id,341233,"CANNADAY, ROSE",Rose Cannaday,c-t-eid,59509742,"CANNADAY, ROSE",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,TX,TX,y,2024,2024,c-r-t,1,FALSE,c-r-osid,7478,105,c-t-ico,C,Challenger,c-r-ot,H,State House,10,6200
8359,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=419488&c-r-ot=S",c-t-id,419488,"WATSON, ANNE",Anne Watson,c-t-eid,55692883,"WATSON, ANNE",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,VT,VT,y,2024,2024,c-r-t,1,FALSE,c-r-osid,8181, WASHINGTON,c-t-ico,I,Incumbent,c-r-ot,S,State Senate,19,6199.11
8360,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=426187&c-r-ot=H",c-t-id,426187,"PRICE, JUSTIN K",Justin K Price,c-t-eid,56377504,"PRICE, JUSTIN K",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,RI,RI,y,2024,2024,c-r-t,1,FALSE,c-r-osid,6736,39,c-t-ico,C,Challenger,c-r-ot,H,State House,14,6199
8361,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=423576&c-r-ot=H",c-t-id,423576,"KRAKOW, JOSHUA",Joshua Krakow,c-t-eid,60003353,"KRAKOW, JOSHUA",c-t-ftsts,Pending-General,Pending-General,c-t-sts,4,Pending,c-t-pt,73,LIBERTARIAN,c-t-p,3,Third-Party,s,FL,FL,y,2024,2024,c-r-t,1,FALSE,c-r-osid,1215,77,c-t-ico,C,Challenger,c-r-ot,H,State House,11,6198.8
8362,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=416294&c-r-ot=H",c-t-id,416294,"CHASE, ANDREA",Andrea Chase,c-t-eid,59849508,"CHASE, ANDREA",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,TN,TN,y,2024,2024,c-r-t,1,FALSE,c-r-osid,7157,24,c-t-ico,C,Challenger,c-r-ot,H,State House,17,6192.25
8363,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=426972&c-r-ot=H",c-t-id,426972,"DICKLER, DENI",Deni Dickler,c-t-eid,52628673,"DICKLER, DENI",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,NH,NH,y,2024,2024,c-r-t,1,FALSE,c-r-osid,13025, CHESHIRE 014,c-t-ico,C,Challenger,c-r-ot,H,State House,52,6189
8364,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=420165&c-r-ot=H",c-t-id,420165,"SCHMECHEL, DEL A",Del A Schmechel,c-t-eid,59984553,"SCHMECHEL, DEL A",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,WI,WI,y,2024,2024,c-r-t,1,FALSE,c-r-osid,8744,98,c-t-ico,O,Open,c-r-ot,H,State House,10,6188.41
8365,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=424152&c-r-ot=H",c-t-id,424152,"GRASSIE, CHUCK",Chuck Grassie,c-t-eid,42584142,"GRASSIE, CHUCK",c-t-ftsts,Pending-General,Pending-General,c-t-sts,4,Pending,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,NH,NH,y,2024,2024,c-r-t,1,FALSE,c-r-osid,13101, STRAFFORD 008,c-t-ico,I,Incumbent,c-r-ot,H,State House,76,6187.38
8366,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=420567&c-r-ot=H",c-t-id,420567,"BARRON, MICHAEL",Michael Barron,c-t-eid,59984641,"BARRON, MICHAEL",c-t-ftsts,Pending-General,Pending-General,c-t-sts,4,Pending,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,KS,KS,y,2024,2024,c-r-t,1,FALSE,c-r-osid,2601,55,c-t-ico,C,Challenger,c-r-ot,H,State House,30,6180
8367,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=424350&c-r-ot=H",c-t-id,424350,"POLOZOV, YURY",Yury Polozov,c-t-eid,55717581,"POLOZOV, YURY",c-t-ftsts,Pending-General,Pending-General,c-t-sts,4,Pending,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,NH,NH,y,2024,2024,c-r-t,1,FALSE,c-r-osid,5275, MERRIMACK 010,c-t-ico,I,Incumbent,c-r-ot,H,State House,16,6179.92
8368,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=423918&c-r-ot=H",c-t-id,423918,"NIRK, LENA",Lena Nirk,c-t-eid,59170877,"NIRK, LENA",c-t-ftsts,Pending-General,Pending-General,c-t-sts,4,Pending,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,NH,NH,y,2024,2024,c-r-t,1,FALSE,c-r-osid,5211, BELKNAP 006,c-t-ico,C,Challenger,c-r-ot,H,State House,32,6176
8369,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=423520&c-r-ot=H",c-t-id,423520,"FREIBERG, JUDY",Judy Freiberg,c-t-eid,52464263,"FREIBERG, JUDY",c-t-ftsts,Pending-General,Pending-General,c-t-sts,4,Pending,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,FL,FL,y,2024,2024,c-r-t,1,FALSE,c-r-osid,1193,55,c-t-ico,C,Challenger,c-r-ot,H,State House,53,6168.74
8370,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=424130&c-r-ot=H",c-t-id,424130,"GROTE, JACI",Jaci Grote,c-t-eid,9770288,"GROTE, JACI",c-t-ftsts,Pending-General,Pending-General,c-t-sts,4,Pending,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,NH,NH,y,2024,2024,c-r-t,1,FALSE,c-r-osid,13087, ROCKINGHAM 024,c-t-ico,I,Incumbent,c-r-ot,H,State House,30,6165.57
8371,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=413563&c-r-ot=H",c-t-id,413563,"ALEXIS, JAZZ",Jazz Alexis,c-t-eid,59829708,"ALEXIS, JAZZ",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,ID,ID,y,2024,2024,c-r-t,1,FALSE,c-r-osid,1952, 017-POSITION B,c-t-ico,C,Challenger,c-r-ot,H,State House,54,6163.74
8372,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=412715&c-r-ot=H",c-t-id,412715,"SUTHERLAND, TIMOTHY S",Timothy S Sutherland,c-t-eid,55358233,"SUTHERLAND, TIMOTHY S",c-t-ftsts,Pending-General,Pending-General,c-t-sts,4,Pending,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,OR,OR,y,2024,2024,c-r-t,1,FALSE,c-r-osid,6349,13,c-t-ico,C,Challenger,c-r-ot,H,State House,20,6153.94
8373,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=413353&c-r-ot=H",c-t-id,413353,"JAVNER, KATHY I",Kathy I Javner,c-t-eid,44886396,"JAVNER, KATHY I",c-t-ftsts,Pending-General,Pending-General,c-t-sts,4,Pending,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,ME,ME,y,2024,2024,c-r-t,1,FALSE,c-r-osid,3547,29,c-t-ico,I,Incumbent,c-r-ot,H,State House,4,6149.06
8374,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=357425&c-r-ot=H",c-t-id,357425,"RIDDLE, RACHELLE",Rachelle Riddle,c-t-eid,59516236,"RIDDLE, RACHELLE",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,KY,KY,y,2024,2024,c-r-t,1,FALSE,c-r-osid,2821,71,c-t-ico,C,Challenger,c-r-ot,H,State House,60,6122.4
8375,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=380705&c-r-ot=S",c-t-id,380705,"GODWIN, ASHLEY",Ashley Godwin,c-t-eid,59682189,"GODWIN, ASHLEY",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,GA,GA,y,2024,2024,c-r-t,3,TRUE,c-r-osid,1584,30,c-t-ico,O,Open,c-r-ot,S,State Senate,18,6118.08
8376,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=416152&c-r-ot=S",c-t-id,416152,"BEAN, SCOTT",Scott Bean,c-t-eid,59849366,"BEAN, SCOTT",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,62,INDEPENDENT,c-t-p,3,Third-Party,s,TN,TN,y,2024,2024,c-r-t,1,FALSE,c-r-osid,7248,16,c-t-ico,C,Challenger,c-r-ot,S,State Senate,3,6118.08
8377,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=397856&c-r-ot=S",c-t-id,397856,"LAWTON, PATRICIA",Patricia Lawton,c-t-eid,59746924,"LAWTON, PATRICIA",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,PA,PA,y,2024,2024,c-r-t,1,FALSE,c-r-osid,6669,27,c-t-ico,C,Challenger,c-r-ot,S,State Senate,29,6111.96
8378,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=340053&c-r-ot=H",c-t-id,340053,"HUTCHINSON, SYDNIE",Sydnie Hutchinson,c-t-eid,59507145,"HUTCHINSON, SYDNIE",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,NC,NC,y,2024,2024,c-r-t,1,FALSE,c-r-osid,4817,108,c-t-ico,C,Challenger,c-r-ot,H,State House,63,6104.51
8379,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=412116&c-r-ot=S",c-t-id,412116,"KENNEDY, ANGELA",Angela Kennedy,c-t-eid,55421936,"KENNEDY, ANGELA",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,MT,MT,y,2024,2024,c-r-t,1,FALSE,c-r-osid,4637,3,c-t-ico,C,Challenger,c-r-ot,S,State Senate,25,6104
8380,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=426087&c-r-ot=S",c-t-id,426087,"BLAIS, AMANDA JANINE",Amanda Janine Blais,c-t-eid,60081547,"BLAIS, AMANDA JANINE",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,62,INDEPENDENT,c-t-p,3,Third-Party,s,RI,RI,y,2024,2024,c-r-t,1,FALSE,c-r-osid,6816,19,c-t-ico,C,Challenger,c-r-ot,S,State Senate,24,6095
8381,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=420945&c-r-ot=H",c-t-id,420945,"BOLSTAD, DUSTY",Dusty Bolstad,c-t-eid,59984764,"BOLSTAD, DUSTY",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,MN,MN,y,2024,2024,c-r-t,1,FALSE,c-r-osid,3918, 013B,c-t-ico,O,Open,c-r-ot,H,State House,5,6094.41
