State,Race,Year,District,Republican Candidate,Republican Wiki URL,Republican Vote %,Democrat Candidate,Democrat Wiki URL,Democrat Vote %,Winner,Republican Campaign Site,Democrat Campaign Site,Republican Campaign Facebook,Republican Campaign X,Republican Campaign Instagram,Republican Personal Website,Republican Personal Facebook,Republican Personal LinkedIn,Democrat Campaign Facebook,Democrat Campaign X,Democrat Campaign Instagram,Democrat Personal Website,Democrat Personal Facebook,Democrat Personal LinkedIn
Illinois,US House of Representatives,2024,7,Chad Koppie,"",16.7,Danny Davis,https://en.wikipedia.org/wiki/Danny_Davis_(Illinois_politician),83.2,Danny Davis,https://peggyhubbardforsenate.com/,http://dannykdavis.com,https://www.facebook.com/pahubb43/,https://x.com/PeggyHubbardIL,"","",https://www.facebook.com/peggy.hubbard.716,"","","","","","",""
Illinois,US House of Representatives,2024,8,Mark Rice,"",42.9,Raja Krishnamoorthi,https://en.wikipedia.org/wiki/Raja_Krishnamoorthi,57.1,Raja Krishnamoorthi,https://rice4congress.com,http://rajaforil.com,https://www.facebook.com/MarkRiceForCongressIL8/,"",https://www.instagram.com/MarkRiceForCongress,"","",https://www.linkedin.com/in/mark-rice-14677710,"","","","","",""
Illinois,US House of Representatives,2024,9,Seth Cohen,"",31.6,Janice Schakowsky,https://en.wikipedia.org/wiki/Jan_Schakowsky,68.4,Janice Schakowsky,https://www.sethalancohen.com,http://janschakowsky.org,https://www.facebook.com/cohenforcongress/,https://x.com/CohenCongress24,https://www.instagram.com/cohencongress24/,"","",https://www.linkedin.com/in/sacohen97/,"","","","","",""
Illinois,US House of Representatives,2024,10,Jim Carris,"",40.0,Brad Schneider,https://en.wikipedia.org/wiki/Brad_Schneider,59.9,Brad Schneider,https://carrisforcongress.com,http://schneiderforcongress.com,https://www.facebook.com/CarrisforCongress/,https://x.com/CarrisforIL,https://www.instagram.com/carrisforcongress/,"",https://www.facebook.com/jim.carris,https://www.linkedin.com/in/jim-carris/,"","","","","",""
Illinois,US House of Representatives,2024,11,Jerry Evans,"",44.4,Bill Foster,https://en.wikipedia.org/wiki/Bill_Foster_(politician),55.5,Bill Foster,https://ivoterguide.com/candidate/49254/race/1352/election/1195,http://billfoster.com,"","","","","","","","","","","",""
Illinois,US House of Representatives,2024,12,Mike Bost,https://en.wikipedia.org/wiki/Mike_Bost,74.2,Brian Roberts,"",25.8,Mike Bost,http://bostforcongress.com,https://lykelect.com/post/brian-roberts/c1a72fa4-a655-4611-9cc4-e2f10f374c99/,"","","","","","","","","","","",""
Illinois,US House of Representatives,2024,13,Joshua Loyd,"",41.9,Nikki Budzinski,https://en.wikipedia.org/wiki/Nikki_Budzinski,58.1,Nikki Budzinski,https://loydforcongress.com,http://nikkiforcongress.com,https://www.facebook.com/LoydForCongress,https://x.com/JoshuaLoyd_,https://www.instagram.com/loydforcongress,"",https://www.facebook.com/Illinois13,https://www.linkedin.com/in/joshua-loyd1/,"","","","","",""
Illinois,US House of Representatives,2024,14,James Marter,"",44.9,Lauren Underwood,https://en.wikipedia.org/wiki/Lauren_Underwood,55.1,Lauren Underwood,https://marter4congress.us/,http://underwoodforcongress.com,"","","","","","","","","","","",""
Illinois,US House of Representatives,2024,15,Mary Miller,https://en.wikipedia.org/wiki/Mary_Miller_(politician),99.5,William Bonnett (write-in),"",0.5,Mary Miller,http://marymillerforcongress.com,"","","","","","","","","","","","",""
Illinois,US House of Representatives,2024,16,Darin LaHood,https://en.wikipedia.org/wiki/Darin_LaHood,99.9,"","",,Darin LaHood,http://lahoodforcongress.com,"","","","","","","","","","","","",""
Illinois,US House of Representatives,2024,17,Joseph McGraw,"",45.6,Eric Sorensen,https://en.wikipedia.org/wiki/Eric_Sorensen_(politician),54.4,Eric Sorensen,https://judgejoeforcongress.com,http://ericforillinois.com,https://www.facebook.com/profile.php?id=61552315079429,https://x.com/judgejoemcgraw,"","","",https://www.linkedin.com/in/joseph-g-mcgraw-7b741619/,"","","","","",""
Indiana,US House of Representatives,2024,1,Randy Niemeyer,"",44.9,Frank J. Mrvan,https://en.wikipedia.org/wiki/Frank_J._Mrvan,53.4,Frank J. Mrvan,https://www.niemeyerforcongress.com/,http://mrvanforcongress.com,https://www.facebook.com/NiemeyerRandy,https://x.com/Niemeyer_Randy,https://www.instagram.com/niemeyer_randy/,"",https://www.facebook.com/Randy4LakeCountyCouncil,https://www.linkedin.com/in/randy-niemeyer-09012092/,"","","","","",""
Indiana,US House of Representatives,2024,2,Rudy Yakym,https://en.wikipedia.org/wiki/Rudy_Yakym,62.7,Lori Camp,"",34.6,Rudy Yakym,http://rudyforindiana.com,https://www.campforcongress.com,"","","","","","",https://www.facebook.com/profile.php?id=61556285858380,https://x.com/campforcongress,https://www.instagram.com/camp_for_congress,"",https://www.facebook.com/lorithehappycamper,https://www.linkedin.com/in/lori-camp-43b63835/
Indiana,US House of Representatives,2024,3,Marlin Stutzman,https://en.wikipedia.org/wiki/Marlin_Stutzman,65.0,Kiley Adolph,"",31.4,Marlin Stutzman,http://gomarlin.com,https://www.kileyforcongress.org,"","","","","","",https://www.facebook.com/profile.php?id=61550490385902,https://x.com/KileyMAdolph,https://www.instagram.com/kileyindiana/,"",https://www.facebook.com/kiley.adolph,""
Indiana,US House of Representatives,2024,4,Jim Baird,https://en.wikipedia.org/wiki/Jim_Baird_(politician),64.8,Derrick Holder,"",30.9,Jim Baird,http://electjimbaird.com,https://www.derrickholder.com/,"","","","","","","","","","","",""
Indiana,US House of Representatives,2024,5,Victoria Spartz,https://en.wikipedia.org/wiki/Victoria_Spartz,56.6,Deborah Pickett,"",38.0,Victoria Spartz,http://spartzforcongress.com,https://pickettforcongress.com,"","","","","","",https://www.facebook.com/profile.php?id=61563518640482,"",https://www.instagram.com/pickettforcongress/,"","",""
Indiana,US House of Representatives,2024,6,Jefferson Shreve,https://en.wikipedia.org/wiki/Jefferson_Shreve,63.9,Cynthia Wirth,"",31.7,Jefferson Shreve,http://shreveforcongress.com,https://www.wirth4congress.com,"","","","","","",https://www.facebook.com/cwirth4congress,https://x.com/cwirth4congress,https://www.instagram.com/wirth4congress,"",https://www.facebook.com/cinde.wirth.5,https://www.linkedin.com/in/cinde-cynthia-wirth-ma
Indiana,US House of Representatives,2024,7,John Schmitz,"",29.0,André Carson,https://en.wikipedia.org/wiki/Andr%C3%A9_Carson,68.3,André Carson,https://www.johnschmitzforcongress.com/,http://andrecarson.com,https://www.facebook.com/schmitz4Indiana/,https://x.com/House97Schmitz,"","",https://www.facebook.com/john.p.schmitz.1,https://www.linkedin.com/in/john-schmitz-6a46246/,"","","","","",""
Indiana,US House of Representatives,2024,8,Mark Messmer,https://en.wikipedia.org/wiki/Mark_Messmer,68.0,Erik Hurt,"",29.5,Mark Messmer,http://markmessmer.com,https://bluevoterguide.org/IN/candidate_Erik_Hurt/529361,"","","","","","","","","","","",""
Indiana,US House of Representatives,2024,9,Erin Houchin,https://en.wikipedia.org/wiki/Erin_Houchin,64.5,Timothy Peck,"",32.8,Erin Houchin,http://erinhouchin.com,https://timpeckforcongress.com/home,"","","","","","",https://www.facebook.com/timpeckforcongress/,https://x.com/TimPeckforCong,https://www.instagram.com/timpeckforcongress/,"","",https://www.linkedin.com/company/tim-peck-for-congress/
Iowa,US House of Representatives,2024,1,Mariannette Miller-Meeks,https://en.wikipedia.org/wiki/Mariannette_Miller-Meeks,49.98,Christina Bohannan,https://en.wikipedia.org/wiki/Christina_Bohannan,49.79,Mariannette Miller-Meeks,http://drmillermeeks.com,https://bohannanforcongress.com/,"","","","","","","","","","","",""
Iowa,US House of Representatives,2024,2,Ashley Hinson,https://en.wikipedia.org/wiki/Ashley_Hinson,57.1,Sarah Corkery,"",41.5,Ashley Hinson,http://ashleyhinson.com,http://corkeryforcongress.com/,"","","","","","","","","","","",""
Iowa,US House of Representatives,2024,3,Zach Nunn,https://en.wikipedia.org/wiki/Zach_Nunn,51.8,Lanon Baccam,"",47.9,Zach Nunn,http://zachnunn.com,https://lanonbaccam.com/,"","","","","","","","","","","",""
Iowa,US House of Representatives,2024,4,Randy Feenstra,https://en.wikipedia.org/wiki/Randy_Feenstra,67.0,Ryan Melton,"",32.7,Randy Feenstra,http://feenstraforgovernor.com,https://www.meltonforiowa.com,"","","","","","",https://www.facebook.com/meltonforiowa/,https://x.com/melton4iowa,https://www.instagram.com/melton4iowa,"",https://www.facebook.com/ryan.appletonmelton,https://www.linkedin.com/in/ryan-melton-ma-a2783229/
Kansas,US House of Representatives,2024,1,Tracey Mann,https://en.wikipedia.org/wiki/Tracey_Mann,69.1,Paul Buskirk,"",30.9,Tracey Mann,http://traceymann.com,https://buskirkforcongress.com/,"","","","","","",https://www.facebook.com/profile.php?id=61553347335591,https://x.com/PaulBuskirk,"","",https://www.facebook.com/paul.buskirk.1,""
Kansas,US House of Representatives,2024,2,Derek Schmidt,https://en.wikipedia.org/wiki/Derek_Schmidt,57.1,Nancy Boyda,https://en.wikipedia.org/wiki/Nancy_Boyda,38.2,Derek Schmidt,http://derekschmidt.com,https://boydaforkansas.com/,"","","","","","","","","","","",""
Kansas,US House of Representatives,2024,3,Prasanth Reddy,"",42.6,Sharice Davids,https://en.wikipedia.org/wiki/Sharice_Davids,53.4,Sharice Davids,https://reddyforkansas.com,http://shariceforcongress.com,https://www.facebook.com/drreddyks/,https://x.com/DrReddyKS,https://www.instagram.com/DrReddyKS/,"","",https://www.linkedin.com/in/prasanth-reddy-md-mph-facp-052520128/,"","","","","",""
Kansas,US House of Representatives,2024,4,Ron Estes,https://en.wikipedia.org/wiki/Ron_Estes,65.0,Esau Freeman,"",35.0,Ron Estes,http://estesforcongress.com,https://bluevoterguide.org/KS/candidate_Esau_Freeman/17672,"","","","","","","","","","","",""
Kentucky,US House of Representatives,2024,1,James Comer,https://en.wikipedia.org/wiki/James_Comer,74.7,Erin Marshall,"",25.3,James Comer,http://jamescomer.com,https://www.erinforky.com/,"","","","","","",https://www.facebook.com/erinforky,https://x.com/ErinforKY,https://www.instagram.com/erinforky,"","",https://www.linkedin.com/in/erin-marshall-63903368/
Kentucky,US House of Representatives,2024,2,Brett Guthrie,https://en.wikipedia.org/wiki/Brett_Guthrie,73.1,Hank Linderman,"",26.9,Brett Guthrie,http://brettguthrie.com,http://www.campaignforliberty.org/surveys2/?id=599,"","","","","","","","","","","",""
Kentucky,US House of Representatives,2024,3,Mike Craven,"",38.0,Morgan McGarvey,https://en.wikipedia.org/wiki/Morgan_McGarvey,61.9,Morgan McGarvey,"",http://morganmcgarvey.com,"","","","",https://www.facebook.com/profile.php?id=100014093976275,"","","","","","",""
Kentucky,US House of Representatives,2024,4,Thomas Massie,https://en.wikipedia.org/wiki/Thomas_Massie,99.6,"","",,Thomas Massie,http://thomasmassie.com,"","","","","","","","","","","","",""
Kentucky,US House of Representatives,2024,5,Hal Rogers,https://en.wikipedia.org/wiki/Hal_Rogers,100.0,"","",,Hal Rogers,http://congressmanhalrogers.com,"","","","","","","","","","","","",""
Kentucky,US House of Representatives,2024,6,Andy Barr,https://en.wikipedia.org/wiki/Andy_Barr_(American_politician),63.0,Randy Cravens,"",37.0,Andy Barr,http://barrforsenate.com,https://www.randycravens.com/,"","","","","","",https://www.facebook.com/profile.php?id=61558790992202,https://x.com/randycravens,"","",https://www.facebook.com/randy.cravens,https://www.linkedin.com/in/randy-cravens-itil-11b4055/
Louisiana,US House of Representatives,2024,1,Steve Scalise,https://en.wikipedia.org/wiki/Steve_Scalise,66.8,Mel Manuel,"",24.0,Steve Scalise,http://stevescalise.com,https://www.mel4louisiana.com/,"","","","","","",https://www.facebook.com/mel4louisiana/,https://x.com/Mel4Louisiana,https://www.instagram.com/mel4louisiana/,"",https://www.facebook.com/melvillemanuel/,https://www.linkedin.com/in/melrekic/
Louisiana,US House of Representatives,2024,2,Christy Lynch,"",13.6,Troy Carter,https://en.wikipedia.org/wiki/Troy_Carter_(politician),60.3,Troy Carter,https://lynch4cd2.rocks/,http://congressmantroycarter.com,https://www.facebook.com/profile.php?id=61562961193097,https://x.com/Lynch4CD2,https://www.instagram.com/Lynch4CD2.rocks/,"",https://www.facebook.com/profile.php?id=61562263993908,"","","","","","",""
Louisiana,US House of Representatives,2024,3,Clay Higgins,https://en.wikipedia.org/wiki/Clay_Higgins,70.6,Priscilla Gonzalez,"",18.7,Clay Higgins,http://captainhiggins.com,https://prisforcongress.com/,"","","","","","",https://www.facebook.com/prisforcongress,https://x.com/Prisformayor,https://www.instagram.com/pris_for_louisiana/,"","",https://www.linkedin.com/in/prisforcongress/
Louisiana,US House of Representatives,2024,4,Mike Johnson,https://en.wikipedia.org/wiki/Mike_Johnson,85.8,"","",,Mike Johnson,https://www.mikejohnsonforlouisiana.com/,"","","","","","","","","","","","",""
Louisiana,US House of Representatives,2024,5,Julia Letlow,https://en.wikipedia.org/wiki/Julia_Letlow,62.9,Michael Vallien Jr.,"",25.9,Julia Letlow,http://julialetlow.com,https://bluevoterguide.org/LA/candidate_Michael_Vallien_Jr./564601,"","","","","","",https://www.facebook.com/profile.php?id=61563667430113,"","","",https://www.facebook.com/profile.php?id=100008417478777,https://www.linkedin.com/in/michael-vallien-67755167/
Louisiana,US House of Representatives,2024,6,Elbert Guillory,https://en.wikipedia.org/wiki/Elbert_Guillory,37.7,Cleo Fields,https://en.wikipedia.org/wiki/Cleo_Fields,50.8,Cleo Fields,http://elbertguilloryforcongress.com,http://cleofields.com,"","","","","","","","","","","",""
Maine,US House of Representatives,2024,1,Ronald Russell,"",36.39,Chellie Pingree,https://en.wikipedia.org/wiki/Chellie_Pingree,58.7,Chellie Pingree,"",http://chelliepingree.com,"","","","","","","","","","","",""
Maine,US House of Representatives,2024,2,Austin Theriault,https://en.wikipedia.org/wiki/Austin_Theriault,49.65,Jared Golden,https://en.wikipedia.org/wiki/Jared_Golden,50.35,Jared Golden,https://www.austinformaine.com/,http://jaredgoldenforcongress.com,"","","","","","","","","","","",""
Maryland,US House of Representatives,2024,1,Andy Harris,https://en.wikipedia.org/wiki/Andy_Harris_(politician),59.41,"Blane Miller, III","",37.37,Andy Harris,http://andyharris.com,https://www.miller4maryland.com,"","","","","","",https://www.facebook.com/profile.php?id=61550889034901,https://x.com/Miller4Maryland,https://www.instagram.com/miller4maryland/,"","",https://www.linkedin.com/in/blane-miller-3015b81b9/
Maryland,US House of Representatives,2024,2,Kimberly Klacik,https://en.wikipedia.org/wiki/Kimberly_Klacik,39.52,Johnny Olszewski,https://en.wikipedia.org/wiki/Johnny_Olszewski,58.16,Johnny Olszewski,"",http://gojohnnyo.com,https://www.facebook.com/KimberlyNKlacik/,"","","",https://www.facebook.com/KimberlyKlacik7,https://www.linkedin.com/in/kimberly-klacik-58598a66/,"","","","","",""
Maryland,US House of Representatives,2024,3,Robert Steinberger,"",37.87,Sarah Elfreth,https://en.wikipedia.org/wiki/Sarah_Elfreth,59.29,Sarah Elfreth,"",http://elfrethformaryland.com,"","","","","","","","","","","",""
Maryland,US House of Representatives,2024,4,George McDermott,"",11.24,Glenn Ivey,https://en.wikipedia.org/wiki/Glenn_Ivey,88.42,Glenn Ivey,https://mcdermottformd.com/,http://glennivey.com,"","","","",https://www.facebook.com/george.mcdermott.98,https://www.linkedin.com/in/george-mcdermott-809477176/,"","","","","",""
Maryland,US House of Representatives,2024,5,Michelle Talkington,"",32.01,Steny Hoyer,https://en.wikipedia.org/wiki/Steny_Hoyer,67.75,Steny Hoyer,https://www.votemichelletalkington.com,http://hoyerforcongress.com,https://www.facebook.com/profile.php?id=100086460469762,https://x.com/Talkin4Michelle,https://www.instagram.com/votemichelletalk,"",https://www.facebook.com/michelle.talkington,https://www.linkedin.com/in/michelle-talkington-bab19515/,"","","","","",""
Maryland,US House of Representatives,2024,6,Neil Parrott,https://en.wikipedia.org/wiki/Neil_Parrott,46.72,April McClain Delaney,https://en.wikipedia.org/wiki/April_McClain_Delaney,53.05,April McClain Delaney,https://web.archive.org/web/20181030213242/https://neilparrottfordelegate.org/,http://aprilmcclaindelaneyforcongress.com,"","","","","","","","","","","",""
Maryland,US House of Representatives,2024,7,Scott Collier,"",17.16,Kweisi Mfume,https://en.wikipedia.org/wiki/Kweisi_Mfume,80.25,Kweisi Mfume,http://www.scottcollier.org,http://mfumeforcongress.com,https://www.facebook.com/profile.php?id=100085282832777,"",https://www.instagram.com/dundalktv/,"",https://www.facebook.com/scott.collier.543,https://www.linkedin.com/in/scott-collier-b9468479/,"","","","","",""
Maryland,US House of Representatives,2024,8,Cheryl Riley,"",20.46,Jamie Raskin,https://en.wikipedia.org/wiki/Jamie_Raskin,76.8,Jamie Raskin,https://www.cheryl4maryland.com/,http://jamieraskin.com,https://www.facebook.com/cheryl4maryland/,https://x.com/Cheryl4moco,"",https://cherylrileypr.com,"",https://www.linkedin.com/in/cheryl-riley-397148/,"","","","","",""
Massachusetts,US House of Representatives,2024,1,"","",,Richard Neal,https://en.wikipedia.org/wiki/Richard_Neal,62.4,Richard Neal,"",http://nealforcongress.com,"","","","","","","","","","","",""
Massachusetts,US House of Representatives,2024,2,"","",,Jim McGovern,https://en.wikipedia.org/wiki/Jim_McGovern_(American_politician),68.6,Jim McGovern,"",http://jimmcgovern.com,"","","","","","","","","","","",""
Massachusetts,US House of Representatives,2024,3,"","",,Lori Trahan,https://en.wikipedia.org/wiki/Lori_Trahan,97.5,Lori Trahan,"",http://loritrahan.com,"","","","","","","","","","","",""
Massachusetts,US House of Representatives,2024,4,"","",,Jake Auchincloss,https://en.wikipedia.org/wiki/Jake_Auchincloss,97.2,Jake Auchincloss,"",http://jakeforma.com,"","","","","","","","","","","",""
Massachusetts,US House of Representatives,2024,5,"","",,Katherine Clark,https://en.wikipedia.org/wiki/Katherine_Clark,98.2,Katherine Clark,"",http://katherineclark.org,"","","","","","","","","","","",""
Massachusetts,US House of Representatives,2024,6,"","",,Seth Moulton,https://en.wikipedia.org/wiki/Seth_Moulton,97.8,Seth Moulton,"",http://sethmoulton.com,"","","","","","","","","","","",""
Massachusetts,US House of Representatives,2024,7,"","",,Ayanna Pressley,https://en.wikipedia.org/wiki/Ayanna_Pressley,97.1,Ayanna Pressley,"",http://ayannapressley.com,"","","","","","","","","","","",""
Massachusetts,US House of Representatives,2024,8,Robert Burke,"",29.4,Stephen Lynch,https://en.wikipedia.org/wiki/Stephen_Lynch_(politician),70.4,Stephen Lynch,https://burke4congress.com/,http://stephenflynch.com,https://www.facebook.com/RobBurke4Congress/,https://x.com/IamRobertBurke,https://www.instagram.com/burke4business/,"",https://www.facebook.com/profile.php?id=100068272392977,"","","","","","",""
Massachusetts,US House of Representatives,2024,9,Dan Sullivan,"",43.4,Bill Keating,https://en.wikipedia.org/wiki/Bill_Keating_(politician),56.4,Bill Keating,https://nursedanforcongress.org/,http://keatingforcongress.com,"","","","","","","","","","","",""
Michigan,US House of Representatives,2024,1,Jack Bergman,https://en.wikipedia.org/wiki/Jack_Bergman,59.1,Callie Barr,"",37.9,Jack Bergman,http://bergmanforcongress.com,https://callieforcongress.com,"","","","","","",https://www.facebook.com/Callie4Congress/,https://x.com/CallieMBarr,https://www.instagram.com/calliembarr/,"",https://www.facebook.com/callie.barr.3,https://www.linkedin.com/in/callie-barr-bb499a111/
Michigan,US House of Representatives,2024,2,John Moolenaar,https://en.wikipedia.org/wiki/John_Moolenaar,65.1,Michael Lynch,"",31.7,John Moolenaar,http://johnmoolenaarforcongress.com,https://electmichaellynch.com,"","","","","","",https://www.facebook.com/electmichaellynch,"","","","",""
Michigan,US House of Representatives,2024,3,Paul Hudson,"",43.8,Hillary Scholten,https://en.wikipedia.org/wiki/Hillary_Scholten,53.7,Hillary Scholten,https://www.campaignresourcegroup.com/hudson_willis_2024,http://hillaryscholten.com,"","","","","","","","","","","",""
Michigan,US House of Representatives,2024,4,Bill Huizenga,https://en.wikipedia.org/wiki/Bill_Huizenga,55.1,Jessica Swartz,"",43.4,Bill Huizenga,http://huizengaformichigan.com,https://clark4congress.us/,"","","","","","","","","",https://clarkformichigan.com,https://www.facebook.com/profile.php?id=100094263096055,""
Michigan,US House of Representatives,2024,5,Tim Walberg,https://en.wikipedia.org/wiki/Tim_Walberg,65.7,Libbi Urban,"",32.8,Tim Walberg,http://walbergforcongress.com,https://electlibbiurban.org,"","","","","","",https://www.facebook.com/ElectLibbiUrban/,https://x.com/electlibbiurba,https://www.instagram.com/electlibbiurban,"",https://www.facebook.com/libbi.urban,""
Michigan,US House of Representatives,2024,6,Heather Smiley,"",35.0,Debbie Dingell,https://en.wikipedia.org/wiki/Debbie_Dingell,62.0,Debbie Dingell,https://smileyforcongress.com/,http://debbiedingellforcongress.com,https://www.facebook.com/profile.php?id=61560975149472,https://x.com/Smiley4Congress,"","",https://www.facebook.com/profile.php?id=100093800997043,https://www.linkedin.com/in/heather-diepeveen/,"","","","","",""
Michigan,US House of Representatives,2024,7,Tom Barrett,https://en.wikipedia.org/wiki/Tom_Barrett_(Michigan_politician),50.3,Curtis Hertel Jr.,https://en.wikipedia.org/wiki/Curtis_Hertel_Jr.,46.6,Tom Barrett,http://tombarrettforcongress.com,http://hertelformichigan.com,"","","","","","","","","","","",""
Michigan,US House of Representatives,2024,8,Paul Junge,"",44.6,Kristen McDonald Rivet,https://en.wikipedia.org/wiki/Kristen_McDonald_Rivet,51.3,Kristen McDonald Rivet,https://www.pauljunge.com,http://kristenmcdonaldrivet.com,https://www.facebook.com/pauljungeforcongress/,https://x.com/VotePaulJunge,https://www.instagram.com/pauljungeforcongress/,"","",https://www.linkedin.com/in/paul-j-04480512/,"","","","","",""
Michigan,US House of Representatives,2024,9,Lisa McClain,https://en.wikipedia.org/wiki/Lisa_McClain,66.8,Clinton St. Mosley,"",29.5,Lisa McClain,http://lisamcclainforcongress.com,https://progressivevotersguide.com/michigan/2024/election/clinton-st-mosley?language_content_entity=en&lang=en,"","","","","","","","","","","",""
Michigan,US House of Representatives,2024,10,John James,https://en.wikipedia.org/wiki/John_James_(Michigan_politician),51.1,Carl Marlinga,"",45.0,John James,http://johnjamesmi.com,https://www.marlinga4congress.com,"","","","","","",https://www.facebook.com/marlingaforcongress,https://x.com/MarlingaForMI10,https://www.instagram.com/marlingaforcongress,"",https://www.facebook.com/carlbarb93,https://www.linkedin.com/in/carl-marlinga-21291563/
Michigan,US House of Representatives,2024,11,Nick Somberg,"",39.6,Haley Stevens,https://en.wikipedia.org/wiki/Haley_Stevens,58.2,Haley Stevens,https://picknickforcongress.us/,http://haleyformi.com,https://www.facebook.com/PickNickForCongress,"","","",https://www.facebook.com/nicholas.paul.790,https://www.linkedin.com/in/nicholas-somberg-0b49a820/,"","","","","",""
Michigan,US House of Representatives,2024,12,James Hooper,"",25.4,Rashida Tlaib,https://en.wikipedia.org/wiki/Rashida_Tlaib,69.7,Rashida Tlaib,https://jameshooperforcongress.com,http://rashidaforcongress.com,https://www.facebook.com/profile.php?id=100082729927128,https://x.com/WeRAmericans1st,"","",https://www.facebook.com/james.hooper.359,"","","","","","",""
Michigan,US House of Representatives,2024,13,Martel Bivings,"",24.5,Shri Thanedar,https://en.wikipedia.org/wiki/Shri_Thanedar,68.6,Shri Thanedar,https://bivingsforcongress.com/,http://shriforcongress.com,https://www.facebook.com/bivingsforcongress/,https://x.com/MartellBivings,https://www.instagram.com/bivings4congress/,"",https://www.facebook.com/mbivings,https://www.linkedin.com/in/martell-d-b-098a67155/,"","","","","",""
Minnesota,US House of Representatives,2024,1,Brad Finstad,https://en.wikipedia.org/wiki/Brad_Finstad,58.5,Rachel Bohman,"",41.4,Brad Finstad,http://finstadforcongress.com,https://bohmanforcongress.com,"","","","","","",https://www.facebook.com/profile.php?id=61557124400830,https://x.com/Bohman4Congress,https://www.instagram.com/rachelbohmanforcongress/,"",https://www.facebook.com/rachel.l.smith.7503,""
Minnesota,US House of Representatives,2024,2,Joe Teirab,"",42.1,Angie Craig,https://en.wikipedia.org/wiki/Angie_Craig,55.5,Angie Craig,https://www.joeformn2.com/,http://angiecraig.com,https://www.facebook.com/JoeForMN2/,https://x.com/JoeTeirab,https://www.instagram.com/joeformn2/,"",https://www.facebook.com/joe.teirab,https://www.linkedin.com/in/joe-teirab-b95a1110/,"","","","","",""
Minnesota,US House of Representatives,2024,3,Tad Jude,https://en.wikipedia.org/wiki/Tad_Jude,41.5,Kelly Morrison,https://en.wikipedia.org/wiki/Kelly_Morrison,58.4,Kelly Morrison,https://tadjude.com/,http://kellyforcongress.org,https://www.facebook.com/tadjudeforcongress,https://x.com/TadJude_MN03,https://www.instagram.com/tadjudeforcongress,"",https://www.facebook.com/profile.php?id=100067365840996,https://www.linkedin.com/in/tad-jude-a60a3b300/,"","","","","",""
Minnesota,US House of Representatives,2024,4,May Lor Xiong,"",32.6,Betty McCollum,https://en.wikipedia.org/wiki/Betty_McCollum,67.2,Betty McCollum,https://mayformn.com,http://mccollumforcongress.com,https://www.facebook.com/May4MN/,https://x.com/XiongMay,https://www.instagram.com/mayforcongress/,"",https://www.facebook.com/profile.php?id=100078502238598,https://www.linkedin.com/in/may-lor-xiong-67a90351/,"","","","","",""
Minnesota,US House of Representatives,2024,5,Dalia Al-Aqidi,"",24.6,Ilhan Omar,https://en.wikipedia.org/wiki/Ilhan_Omar,74.4,Ilhan Omar,https://www.daliaforcongress.org/,http://ilhanomar.com,https://www.facebook.com/daliaforcongress,https://x.com/Dalia4Congress,https://www.instagram.com/daliaforcongress,"",https://www.facebook.com/dalia.alaqidi.1,https://www.linkedin.com/in/daliaalaqidi/,"","","","","",""
Minnesota,US House of Representatives,2024,6,Tom Emmer,https://en.wikipedia.org/wiki/Tom_Emmer,62.5,Jeanne Hendricks,"",37.4,Tom Emmer,http://emmerforcongress.com,https://hendricksformn.com,"","","","","","",https://www.facebook.com/hendricksformn,https://x.com/hendricksformn,https://www.instagram.com/hendricksformn,"",https://www.facebook.com/jeanne.messerlihendricks,https://www.linkedin.com/in/jeanne-hendricks-75b206229/
Minnesota,US House of Representatives,2024,7,Michelle Fischbach,https://en.wikipedia.org/wiki/Michelle_Fischbach,70.4,John Peters,"",29.4,Michelle Fischbach,http://fischbachforcongress.com,https://johnpeters4congress.net.cutestat.com/,"","","","","","","","","","","",""
Minnesota,US House of Representatives,2024,8,Pete Stauber,https://en.wikipedia.org/wiki/Pete_Stauber,58.0,Jennifer Schultz,https://en.wikipedia.org/wiki/Jennifer_Schultz,41.9,Pete Stauber,http://petestauberforcongress.com,http://jenschultzforcongress.com,"","","","","","","","","","","",""
Mississippi,US House of Representatives,2024,1,Trent Kelly,https://en.wikipedia.org/wiki/Trent_Kelly,69.8,Dianne Black,"",30.2,Trent Kelly,http://kellyformississippi.com,https://dianneblacksenate.com/,"","","","","","","","","","",https://www.facebook.com/ladydiblack,https://www.linkedin.com/in/dianne-black-b5a27658/
Mississippi,US House of Representatives,2024,2,Ron Eller,"",38.0,Bennie Thompson,https://en.wikipedia.org/wiki/Bennie_Thompson,62.0,Bennie Thompson,https://www.VoteRonEller.com,http://benniethompson.com,https://www.facebook.com/VoteRonEller,https://x.com/VoteRon,https://www.instagram.com/voteroneller/,"","",https://www.linkedin.com/in/ron-eller-245917159/,"","","","","",""
Mississippi,US House of Representatives,2024,3,Michael Guest,https://en.wikipedia.org/wiki/Michael_Guest_(politician),100.0,"","",,Michael Guest,http://michaelguest.ms,"","","","","","","","","","","","",""
Mississippi,US House of Representatives,2024,4,Mike Ezell,https://en.wikipedia.org/wiki/Mike_Ezell,73.9,Craig Raybon,"",26.1,Mike Ezell,http://mikeezell.ms,https://raybon4congress.com/,"","","","","","","","","","",https://www.facebook.com/profile.php?id=61550604403534,""
